filename,detected,actual,error
SIMCEPImages_A06_C23_F1_s08_w2.TIF,30,23,7
SIMCEPImages_A06_C23_F1_s09_w2.TIF,20,23,-3
SIMCEPImages_A06_C23_F1_s10_w2.TIF,31,23,8
SIMCEPImages_A06_C23_F1_s11_w2.TIF,30,23,7
SIMCEPImages_A06_C23_F1_s12_w2.TIF,33,23,10
SIMCEPImages_A06_C23_F1_s13_w2.TIF,32,23,9
SIMCEPImages_A06_C23_F1_s14_w2.TIF,29,23,6
SIMCEPImages_A06_C23_F1_s15_w2.TIF,29,23,6
SIMCEPImages_A06_C23_F1_s16_w2.TIF,33,23,10
SIMCEPImages_A06_C23_F1_s17_w2.TIF,26,23,3
SIMCEPImages_A06_C23_F1_s18_w2.TIF,30,23,7
SIMCEPImages_A06_C23_F1_s19_w2.TIF,28,23,5
SIMCEPImages_A06_C23_F1_s20_w2.TIF,32,23,9
SIMCEPImages_A06_C23_F1_s21_w2.TIF,29,23,6
SIMCEPImages_A06_C23_F1_s22_w2.TIF,35,23,12
SIMCEPImages_A06_C23_F1_s23_w2.TIF,27,23,4
SIMCEPImages_A06_C23_F1_s24_w2.TIF,35,23,12
SIMCEPImages_A06_C23_F1_s25_w2.TIF,30,23,7
SIMCEPImages_A07_C27_F1_s01_w2.TIF,32,27,5
SIMCEPImages_A07_C27_F1_s02_w2.TIF,37,27,10
SIMCEPImages_A07_C27_F1_s03_w2.TIF,37,27,10
SIMCEPImages_A07_C27_F1_s04_w2.TIF,27,27,0
SIMCEPImages_A07_C27_F1_s05_w2.TIF,42,27,15
SIMCEPImages_A07_C27_F1_s06_w2.TIF,31,27,4
SIMCEPImages_A07_C27_F1_s07_w2.TIF,32,27,5
SIMCEPImages_A07_C27_F1_s08_w2.TIF,32,27,5
SIMCEPImages_A07_C27_F1_s09_w2.TIF,29,27,2
SIMCEPImages_A07_C27_F1_s10_w2.TIF,34,27,7
SIMCEPImages_A07_C27_F1_s11_w2.TIF,30,27,3
SIMCEPImages_A07_C27_F1_s12_w2.TIF,31,27,4
SIMCEPImages_A07_C27_F1_s13_w2.TIF,32,27,5
SIMCEPImages_A07_C27_F1_s14_w2.TIF,37,27,10
SIMCEPImages_A07_C27_F1_s15_w2.TIF,32,27,5
SIMCEPImages_A07_C27_F1_s16_w2.TIF,38,27,11
SIMCEPImages_A07_C27_F1_s17_w2.TIF,30,27,3
SIMCEPImages_A07_C27_F1_s18_w2.TIF,34,27,7
SIMCEPImages_A07_C27_F1_s19_w2.TIF,37,27,10
SIMCEPImages_A07_C27_F1_s20_w2.TIF,40,27,13
SIMCEPImages_A07_C27_F1_s21_w2.TIF,35,27,8
SIMCEPImages_A07_C27_F1_s22_w2.TIF,29,27,2
SIMCEPImages_A07_C27_F1_s23_w2.TIF,33,27,6
SIMCEPImages_A07_C27_F1_s24_w2.TIF,36,27,9
SIMCEPImages_A07_C27_F1_s25_w2.TIF,32,27,5
SIMCEPImages_A08_C31_F1_s01_w2.TIF,38,31,7
SIMCEPImages_A08_C31_F1_s02_w2.TIF,44,31,13
SIMCEPImages_A08_C31_F1_s03_w2.TIF,37,31,6
SIMCEPImages_A08_C31_F1_s04_w2.TIF,36,31,5
SIMCEPImages_A08_C31_F1_s05_w2.TIF,30,31,-1
SIMCEPImages_A08_C31_F1_s06_w2.TIF,41,31,10
SIMCEPImages_A08_C31_F1_s07_w2.TIF,45,31,14
SIMCEPImages_A08_C31_F1_s08_w2.TIF,36,31,5
SIMCEPImages_A08_C31_F1_s09_w2.TIF,39,31,8
SIMCEPImages_A08_C31_F1_s10_w2.TIF,37,31,6
SIMCEPImages_A08_C31_F1_s11_w2.TIF,38,31,7
SIMCEPImages_A08_C31_F1_s12_w2.TIF,33,31,2
SIMCEPImages_A08_C31_F1_s13_w2.TIF,43,31,12
SIMCEPImages_A08_C31_F1_s14_w2.TIF,41,31,10
SIMCEPImages_A08_C31_F1_s15_w2.TIF,36,31,5
SIMCEPImages_A08_C31_F1_s16_w2.TIF,41,31,10
SIMCEPImages_A08_C31_F1_s17_w2.TIF,36,31,5
SIMCEPImages_A08_C31_F1_s18_w2.TIF,41,31,10
SIMCEPImages_A08_C31_F1_s19_w2.TIF,40,31,9
SIMCEPImages_A08_C31_F1_s20_w2.TIF,43,31,12
SIMCEPImages_A08_C31_F1_s21_w2.TIF,40,31,9
SIMCEPImages_A08_C31_F1_s22_w2.TIF,44,31,13
SIMCEPImages_A08_C31_F1_s23_w2.TIF,38,31,7
SIMCEPImages_A08_C31_F1_s24_w2.TIF,38,31,7
SIMCEPImages_A08_C31_F1_s25_w2.TIF,37,31,6
SIMCEPImages_A09_C35_F1_s01_w2.TIF,50,35,15
SIMCEPImages_A09_C35_F1_s02_w2.TIF,45,35,10
SIMCEPImages_A09_C35_F1_s03_w2.TIF,46,35,11
SIMCEPImages_A09_C35_F1_s04_w2.TIF,56,35,21
SIMCEPImages_A09_C35_F1_s05_w2.TIF,49,35,14
SIMCEPImages_A09_C35_F1_s06_w2.TIF,50,35,15
SIMCEPImages_A09_C35_F1_s07_w2.TIF,60,35,25
SIMCEPImages_A09_C35_F1_s08_w2.TIF,46,35,11
SIMCEPImages_A09_C35_F1_s09_w2.TIF,50,35,15
SIMCEPImages_A09_C35_F1_s10_w2.TIF,41,35,6
SIMCEPImages_A09_C35_F1_s11_w2.TIF,54,35,19
SIMCEPImages_A09_C35_F1_s12_w2.TIF,43,35,8
SIMCEPImages_A09_C35_F1_s13_w2.TIF,41,35,6
SIMCEPImages_A09_C35_F1_s14_w2.TIF,47,35,12
SIMCEPImages_A09_C35_F1_s15_w2.TIF,46,35,11
SIMCEPImages_A09_C35_F1_s16_w2.TIF,43,35,8
SIMCEPImages_A09_C35_F1_s17_w2.TIF,42,35,7
SIMCEPImages_A09_C35_F1_s18_w2.TIF,48,35,13
SIMCEPImages_A09_C35_F1_s19_w2.TIF,47,35,12
SIMCEPImages_A09_C35_F1_s20_w2.TIF,49,35,14
SIMCEPImages_A09_C35_F1_s21_w2.TIF,53,35,18
SIMCEPImages_A09_C35_F1_s22_w2.TIF,40,35,5
SIMCEPImages_A09_C35_F1_s23_w2.TIF,39,35,4
SIMCEPImages_A09_C35_F1_s24_w2.TIF,47,35,12
SIMCEPImages_A09_C35_F1_s25_w2.TIF,54,35,19
SIMCEPImages_A10_C40_F1_s01_w2.TIF,44,40,4
SIMCEPImages_A10_C40_F1_s02_w2.TIF,50,40,10
SIMCEPImages_A10_C40_F1_s03_w2.TIF,51,40,11
SIMCEPImages_A10_C40_F1_s04_w2.TIF,47,40,7
SIMCEPImages_A10_C40_F1_s05_w2.TIF,59,40,19
SIMCEPImages_A10_C40_F1_s06_w2.TIF,58,40,18
SIMCEPImages_A10_C40_F1_s07_w2.TIF,47,40,7
SIMCEPImages_A10_C40_F1_s08_w2.TIF,60,40,20
SIMCEPImages_A10_C40_F1_s09_w2.TIF,52,40,12
SIMCEPImages_A10_C40_F1_s10_w2.TIF,57,40,17
SIMCEPImages_A10_C40_F1_s11_w2.TIF,53,40,13
SIMCEPImages_A10_C40_F1_s12_w2.TIF,51,40,11
SIMCEPImages_A10_C40_F1_s13_w2.TIF,48,40,8
SIMCEPImages_A10_C40_F1_s14_w2.TIF,53,40,13
SIMCEPImages_A10_C40_F1_s15_w2.TIF,39,40,-1
SIMCEPImages_A10_C40_F1_s16_w2.TIF,44,40,4
SIMCEPImages_A10_C40_F1_s17_w2.TIF,54,40,14
SIMCEPImages_A10_C40_F1_s18_w2.TIF,51,40,11
SIMCEPImages_A10_C40_F1_s19_w2.TIF,49,40,9
SIMCEPImages_A10_C40_F1_s20_w2.TIF,67,40,27
SIMCEPImages_A10_C40_F1_s21_w2.TIF,45,40,5
SIMCEPImages_A10_C40_F1_s22_w2.TIF,50,40,10
SIMCEPImages_A10_C40_F1_s23_w2.TIF,41,40,1
SIMCEPImages_A10_C40_F1_s24_w2.TIF,60,40,20
SIMCEPImages_A10_C40_F1_s25_w2.TIF,53,40,13
SIMCEPImages_A11_C44_F1_s01_w2.TIF,51,44,7
SIMCEPImages_A11_C44_F1_s02_w2.TIF,59,44,15
SIMCEPImages_A11_C44_F1_s03_w2.TIF,61,44,17
SIMCEPImages_A11_C44_F1_s04_w2.TIF,53,44,9
SIMCEPImages_A11_C44_F1_s05_w2.TIF,54,44,10
SIMCEPImages_A11_C44_F1_s06_w2.TIF,48,44,4
SIMCEPImages_A11_C44_F1_s07_w2.TIF,62,44,18
SIMCEPImages_A11_C44_F1_s08_w2.TIF,61,44,17
SIMCEPImages_A11_C44_F1_s09_w2.TIF,52,44,8
SIMCEPImages_A11_C44_F1_s10_w2.TIF,48,44,4
SIMCEPImages_A11_C44_F1_s11_w2.TIF,51,44,7
SIMCEPImages_A11_C44_F1_s12_w2.TIF,64,44,20
SIMCEPImages_A11_C44_F1_s13_w2.TIF,62,44,18
SIMCEPImages_A11_C44_F1_s14_w2.TIF,58,44,14
SIMCEPImages_A11_C44_F1_s15_w2.TIF,55,44,11
SIMCEPImages_A11_C44_F1_s16_w2.TIF,60,44,16
SIMCEPImages_A11_C44_F1_s17_w2.TIF,52,44,8
SIMCEPImages_A11_C44_F1_s18_w2.TIF,53,44,9
SIMCEPImages_A11_C44_F1_s19_w2.TIF,68,44,24
SIMCEPImages_A11_C44_F1_s20_w2.TIF,53,44,9
SIMCEPImages_A11_C44_F1_s21_w2.TIF,63,44,19
SIMCEPImages_A11_C44_F1_s22_w2.TIF,56,44,12
SIMCEPImages_A11_C44_F1_s23_w2.TIF,58,44,14
SIMCEPImages_A11_C44_F1_s24_w2.TIF,46,44,2
SIMCEPImages_A11_C44_F1_s25_w2.TIF,49,44,5
SIMCEPImages_A12_C48_F1_s01_w2.TIF,72,48,24
SIMCEPImages_A12_C48_F1_s02_w2.TIF,59,48,11
SIMCEPImages_A12_C48_F1_s03_w2.TIF,63,48,15
SIMCEPImages_A12_C48_F1_s04_w2.TIF,57,48,9
SIMCEPImages_A12_C48_F1_s05_w2.TIF,65,48,17
SIMCEPImages_A12_C48_F1_s06_w2.TIF,72,48,24
SIMCEPImages_A12_C48_F1_s07_w2.TIF,63,48,15
SIMCEPImages_A12_C48_F1_s08_w2.TIF,55,48,7
SIMCEPImages_A12_C48_F1_s09_w2.TIF,62,48,14
SIMCEPImages_A12_C48_F1_s10_w2.TIF,66,48,18
SIMCEPImages_A12_C48_F1_s11_w2.TIF,51,48,3
SIMCEPImages_A12_C48_F1_s12_w2.TIF,61,48,13
SIMCEPImages_A12_C48_F1_s13_w2.TIF,74,48,26
SIMCEPImages_A12_C48_F1_s14_w2.TIF,60,48,12
SIMCEPImages_A12_C48_F1_s15_w2.TIF,65,48,17
SIMCEPImages_A12_C48_F1_s16_w2.TIF,66,48,18
SIMCEPImages_A12_C48_F1_s17_w2.TIF,59,48,11
SIMCEPImages_A12_C48_F1_s18_w2.TIF,57,48,9
SIMCEPImages_A12_C48_F1_s19_w2.TIF,60,48,12
SIMCEPImages_A12_C48_F1_s20_w2.TIF,53,48,5
SIMCEPImages_A12_C48_F1_s21_w2.TIF,59,48,11
SIMCEPImages_A12_C48_F1_s22_w2.TIF,74,48,26
SIMCEPImages_A12_C48_F1_s23_w2.TIF,56,48,8
SIMCEPImages_A12_C48_F1_s24_w2.TIF,67,48,19
SIMCEPImages_A12_C48_F1_s25_w2.TIF,56,48,8
SIMCEPImages_A13_C53_F1_s01_w2.TIF,63,53,10
SIMCEPImages_A13_C53_F1_s02_w2.TIF,77,53,24
SIMCEPImages_A13_C53_F1_s03_w2.TIF,68,53,15
SIMCEPImages_A13_C53_F1_s04_w2.TIF,69,53,16
SIMCEPImages_A13_C53_F1_s05_w2.TIF,67,53,14
SIMCEPImages_A13_C53_F1_s06_w2.TIF,70,53,17
SIMCEPImages_A13_C53_F1_s07_w2.TIF,65,53,12
SIMCEPImages_A13_C53_F1_s08_w2.TIF,62,53,9
SIMCEPImages_A13_C53_F1_s09_w2.TIF,61,53,8
SIMCEPImages_A13_C53_F1_s10_w2.TIF,70,53,17
SIMCEPImages_A13_C53_F1_s11_w2.TIF,76,53,23
SIMCEPImages_A13_C53_F1_s12_w2.TIF,69,53,16
SIMCEPImages_A13_C53_F1_s13_w2.TIF,65,53,12
SIMCEPImages_A13_C53_F1_s14_w2.TIF,68,53,15
SIMCEPImages_A13_C53_F1_s15_w2.TIF,62,53,9
SIMCEPImages_A13_C53_F1_s16_w2.TIF,64,53,11
SIMCEPImages_A13_C53_F1_s17_w2.TIF,75,53,22
SIMCEPImages_A13_C53_F1_s18_w2.TIF,76,53,23
SIMCEPImages_A13_C53_F1_s19_w2.TIF,59,53,6
SIMCEPImages_A13_C53_F1_s20_w2.TIF,66,53,13
SIMCEPImages_A13_C53_F1_s21_w2.TIF,73,53,20
SIMCEPImages_A13_C53_F1_s22_w2.TIF,65,53,12
SIMCEPImages_A13_C53_F1_s23_w2.TIF,80,53,27
SIMCEPImages_A13_C53_F1_s24_w2.TIF,74,53,21
SIMCEPImages_A13_C53_F1_s25_w2.TIF,69,53,16
SIMCEPImages_A14_C57_F1_s01_w2.TIF,68,57,11
SIMCEPImages_A14_C57_F1_s02_w2.TIF,75,57,18
SIMCEPImages_A14_C57_F1_s03_w2.TIF,66,57,9
SIMCEPImages_A14_C57_F1_s04_w2.TIF,73,57,16
SIMCEPImages_A14_C57_F1_s05_w2.TIF,76,57,19
SIMCEPImages_A14_C57_F1_s06_w2.TIF,77,57,20
SIMCEPImages_A14_C57_F1_s07_w2.TIF,66,57,9
SIMCEPImages_A14_C57_F1_s08_w2.TIF,82,57,25
SIMCEPImages_A14_C57_F1_s09_w2.TIF,63,57,6
SIMCEPImages_A14_C57_F1_s10_w2.TIF,70,57,13
SIMCEPImages_A14_C57_F1_s11_w2.TIF,79,57,22
SIMCEPImages_A14_C57_F1_s12_w2.TIF,79,57,22
SIMCEPImages_A14_C57_F1_s13_w2.TIF,61,57,4
SIMCEPImages_A14_C57_F1_s14_w2.TIF,63,57,6
SIMCEPImages_A14_C57_F1_s15_w2.TIF,66,57,9
SIMCEPImages_A14_C57_F1_s16_w2.TIF,81,57,24
SIMCEPImages_A14_C57_F1_s17_w2.TIF,74,57,17
SIMCEPImages_A14_C57_F1_s18_w2.TIF,75,57,18
SIMCEPImages_A14_C57_F1_s19_w2.TIF,68,57,11
SIMCEPImages_A14_C57_F1_s20_w2.TIF,77,57,20
SIMCEPImages_A14_C57_F1_s21_w2.TIF,69,57,12
SIMCEPImages_A14_C57_F1_s22_w2.TIF,72,57,15
SIMCEPImages_A14_C57_F1_s23_w2.TIF,62,57,5
SIMCEPImages_A14_C57_F1_s24_w2.TIF,85,57,28
SIMCEPImages_A14_C57_F1_s25_w2.TIF,80,57,23
SIMCEPImages_A15_C61_F1_s01_w2.TIF,75,61,14
SIMCEPImages_A15_C61_F1_s02_w2.TIF,85,61,24
SIMCEPImages_A15_C61_F1_s03_w2.TIF,68,61,7
SIMCEPImages_A15_C61_F1_s04_w2.TIF,90,61,29
SIMCEPImages_A15_C61_F1_s05_w2.TIF,69,61,8
SIMCEPImages_A15_C61_F1_s06_w2.TIF,88,61,27
SIMCEPImages_A15_C61_F1_s07_w2.TIF,74,61,13
SIMCEPImages_A15_C61_F1_s08_w2.TIF,70,61,9
SIMCEPImages_A15_C61_F1_s09_w2.TIF,79,61,18
SIMCEPImages_A15_C61_F1_s10_w2.TIF,84,61,23
SIMCEPImages_A15_C61_F1_s11_w2.TIF,74,61,13
SIMCEPImages_A15_C61_F1_s12_w2.TIF,76,61,15
SIMCEPImages_A15_C61_F1_s13_w2.TIF,74,61,13
SIMCEPImages_A15_C61_F1_s14_w2.TIF,84,61,23
SIMCEPImages_A15_C61_F1_s15_w2.TIF,79,61,18
SIMCEPImages_A15_C61_F1_s16_w2.TIF,73,61,12
SIMCEPImages_A15_C61_F1_s17_w2.TIF,71,61,10
SIMCEPImages_A15_C61_F1_s18_w2.TIF,93,61,32
SIMCEPImages_A15_C61_F1_s19_w2.TIF,82,61,21
SIMCEPImages_A15_C61_F1_s20_w2.TIF,81,61,20
SIMCEPImages_A15_C61_F1_s21_w2.TIF,72,61,11
SIMCEPImages_A15_C61_F1_s22_w2.TIF,79,61,18
SIMCEPImages_A15_C61_F1_s23_w2.TIF,64,61,3
SIMCEPImages_A15_C61_F1_s24_w2.TIF,77,61,16
SIMCEPImages_A15_C61_F1_s25_w2.TIF,80,61,19
SIMCEPImages_A16_C66_F1_s01_w2.TIF,80,66,14
SIMCEPImages_A16_C66_F1_s02_w2.TIF,86,66,20
SIMCEPImages_A16_C66_F1_s03_w2.TIF,80,66,14
SIMCEPImages_A16_C66_F1_s04_w2.TIF,80,66,14
SIMCEPImages_A16_C66_F1_s05_w2.TIF,85,66,19
SIMCEPImages_A16_C66_F1_s06_w2.TIF,73,66,7
SIMCEPImages_A16_C66_F1_s07_w2.TIF,81,66,15
SIMCEPImages_A16_C66_F1_s08_w2.TIF,76,66,10
SIMCEPImages_A16_C66_F1_s09_w2.TIF,78,66,12
SIMCEPImages_A16_C66_F1_s10_w2.TIF,93,66,27
SIMCEPImages_A16_C66_F1_s11_w2.TIF,61,66,-5
SIMCEPImages_A16_C66_F1_s12_w2.TIF,77,66,11
SIMCEPImages_A16_C66_F1_s13_w2.TIF,78,66,12
SIMCEPImages_A16_C66_F1_s14_w2.TIF,75,66,9
SIMCEPImages_A16_C66_F1_s15_w2.TIF,82,66,16
SIMCEPImages_A16_C66_F1_s16_w2.TIF,81,66,15
SIMCEPImages_A16_C66_F1_s17_w2.TIF,84,66,18
SIMCEPImages_A16_C66_F1_s18_w2.TIF,98,66,32
SIMCEPImages_A16_C66_F1_s19_w2.TIF,85,66,19
SIMCEPImages_A16_C66_F1_s20_w2.TIF,84,66,18
SIMCEPImages_A16_C66_F1_s21_w2.TIF,94,66,28
SIMCEPImages_A16_C66_F1_s22_w2.TIF,75,66,9
SIMCEPImages_A16_C66_F1_s23_w2.TIF,87,66,21
SIMCEPImages_A16_C66_F1_s24_w2.TIF,71,66,5
SIMCEPImages_A16_C66_F1_s25_w2.TIF,91,66,25
SIMCEPImages_A17_C70_F1_s01_w2.TIF,83,70,13
SIMCEPImages_A17_C70_F1_s02_w2.TIF,83,70,13
SIMCEPImages_A17_C70_F1_s03_w2.TIF,90,70,20
SIMCEPImages_A17_C70_F1_s04_w2.TIF,92,70,22
SIMCEPImages_A17_C70_F1_s05_w2.TIF,96,70,26
SIMCEPImages_A17_C70_F1_s06_w2.TIF,88,70,18
SIMCEPImages_A17_C70_F1_s07_w2.TIF,87,70,17
SIMCEPImages_A17_C70_F1_s08_w2.TIF,84,70,14
SIMCEPImages_A17_C70_F1_s09_w2.TIF,84,70,14
SIMCEPImages_A17_C70_F1_s10_w2.TIF,82,70,12
